Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"DLEU1","Deleted In Lymphocytic Leukemia 1","RNA Gene","O43261","36","GC13P050677","8.26691818237305","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEU1"
"SNAI2","Snail Family Transcriptional Repressor 2","Protein Coding","O43623","52","GC08M048917","8.26580333709717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAI2"
"AXIN1","Axin 1","Protein Coding","O15169","55","GC16M000287","8.26401710510254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN1"
"SYCP3","Synaptonemal Complex Protein 3","Protein Coding","Q8IZU3","51","GC12M101728","8.26371002197266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYCP3"
"PRMT1","Protein Arginine Methyltransferase 1","Protein Coding","Q99873","56","GC19P049675","8.25831985473633","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT1"
"ASS1","Argininosuccinate Synthase 1","Protein Coding","P00966","56","GC09P130444","8.25755500793457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASS1"
"GNE","Glucosamine (UDP-N-Acetyl)-2-Epimerase/N-Acetylmannosamine Kinase","Protein Coding","Q9Y223","51","GC09M036214","8.25513362884521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNE"
"OAS1","2'-5'-Oligoadenylate Synthetase 1","Protein Coding","P00973","53","GC12P113005","8.2487907409668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OAS1"
"RBL2","RB Transcriptional Corepressor Like 2","Protein Coding","Q08999","53","GC16P053433","8.24556255340576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBL2"
"PRDX2","Peroxiredoxin 2","Protein Coding","P32119","54","GC19M012796","8.24502086639404","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX2"
"PLA2G2A","Phospholipase A2 Group IIA","Protein Coding","P14555","55","GC01M019975","8.24200248718262","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G2A"
"MIR148A","MicroRNA 148a","RNA Gene","","27","GC07M025950","8.24186611175537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR148A"
"PROS1","Protein S","Protein Coding","P07225","57","GC03M093873","8.23672008514404","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROS1"
"SNAI1","Snail Family Transcriptional Repressor 1","Protein Coding","O95863","53","GC20P049982","8.23515129089355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAI1"
"MT-TP","Mitochondrially Encoded TRNA-Pro (CCN)","RNA Gene","","15","GCMTM015957","8.23350429534912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TP"
"PLG","Plasminogen","Protein Coding","P00747","58","GC06P160702","8.23243427276611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLG"
"AQP2","Aquaporin 2","Protein Coding","P41181","55","GC12P049950","8.23237895965576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP2"
"RARS1","Arginyl-TRNA Synthetase 1","Protein Coding","P54136","53","GC05P168487","8.22395324707031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARS1"
"BCOR","BCL6 Corepressor","Protein Coding","Q6W2J9","51","GC0XM040049","8.2230339050293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCOR"
"SESN1","Sestrin 1","Protein Coding","Q9Y6P5","45","GC06M108986","8.22172927856445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SESN1"
"MSH5","MutS Homolog 5","Protein Coding","O43196","51","GC06P134833","8.21730041503906","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH5"
"GC","GC Vitamin D Binding Protein","Protein Coding","P02774","53","GC04M071741","8.2113790512085","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GC"
"UMPS","Uridine Monophosphate Synthetase","Protein Coding","P11172","55","GC03P124730","8.20491504669189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UMPS"
"MRPS22","Mitochondrial Ribosomal Protein S22","Protein Coding","P82650","50","GC03P139005","8.20315742492676","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS22"
"XRCC5","X-Ray Repair Cross Complementing 5","Protein Coding","P13010","53","GC02P216107","8.19649982452393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC5"
"MPV17","Mitochondrial Inner Membrane Protein MPV17","Protein Coding","P39210","50","GC02M027309","8.19187641143799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPV17"
"STS","Steroid Sulfatase","Protein Coding","P08842","55","GC0XP007146","8.18714904785156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STS"
"HTRA1","HtrA Serine Peptidase 1","Protein Coding","Q92743","54","GC10P122461","8.18639278411865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTRA1"
"PCAT1","Prostate Cancer Associated Transcript 1","RNA Gene","","24","GC08P126553","8.1852970123291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT1"
"FGA","Fibrinogen Alpha Chain","Protein Coding","P02671","58","GC04M154583","8.18407440185547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGA"
"P2RX7","Purinergic Receptor P2X 7","Protein Coding","Q99572","55","GC12P133258","8.18289375305176","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX7"
"DROSHA","Drosha Ribonuclease III","Protein Coding","Q9NRR4","53","GC05M031401","8.17887592315674","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DROSHA"
"TFF1","Trefoil Factor 1","Protein Coding","P04155","52","GC21M042362","8.17669010162354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFF1"
"LONP1","Lon Peptidase 1, Mitochondrial","Protein Coding","P36776","54","GC19M005691","8.17604064941406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LONP1"
"CXCL1","C-X-C Motif Chemokine Ligand 1","Protein Coding","P09341","52","GC04P073869","8.16993999481201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1"
"NEU1","Neuraminidase 1","Protein Coding","Q99519","55","GC06M031857","8.16232681274414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEU1"
"BUB1B","BUB1 Mitotic Checkpoint Serine/Threonine Kinase B","Protein Coding","O60566","58","GC15P040161","8.15704917907715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1B"
"HSPA1B","Heat Shock Protein Family A (Hsp70) Member 1B","Protein Coding","P0DMV9","46","GC06P134837","8.14919662475586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA1B"
"RBL1","RB Transcriptional Corepressor Like 1","Protein Coding","P28749","48","GC20M036996","8.14778327941895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBL1"
"RNF2","Ring Finger Protein 2","Protein Coding","Q99496","52","GC01P185045","8.14678192138672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF2"
"CACNA1S","Calcium Voltage-Gated Channel Subunit Alpha1 S","Protein Coding","Q13698","58","GC01M201008","8.13744354248047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1S"
"DST","Dystonin","Protein Coding","Q03001","51","GC06M056457","8.13316059112549","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DST"
"LCAT","Lecithin-Cholesterol Acyltransferase","Protein Coding","P04180","56","GC16M067939","8.13242435455322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCAT"
"MIR31HG","MIR31 Host Gene","RNA Gene","","26","GC09M022143","8.1322774887085","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR31HG"
"KRT19","Keratin 19","Protein Coding","P08727","53","GC17M041523","8.12862396240234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT19"
"AXL","AXL Receptor Tyrosine Kinase","Protein Coding","P30530","60","GC19P041219","8.12705421447754","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXL"
"ARID2","AT-Rich Interaction Domain 2","Protein Coding","Q68CP9","49","GC12P045729","8.12443161010742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID2"
"MIR140","MicroRNA 140","RNA Gene","","31","GC16P083017","8.12352180480957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR140"
"ITGAL","Integrin Subunit Alpha L","Protein Coding","P20701","55","GC16P030472","8.1177978515625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAL"
"CHRNA7","Cholinergic Receptor Nicotinic Alpha 7 Subunit","Protein Coding","P36544","53","GC15P031923","8.11600780487061","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA7"
"ENO1","Enolase 1","Protein Coding","P06733","56","GC01M008861","8.11249351501465","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1"
"MIR93","MicroRNA 93","RNA Gene","","28","GC07M105252","8.10725212097168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR93"
"HNRNPU","Heterogeneous Nuclear Ribonucleoprotein U","Protein Coding","Q00839","51","GC01M244844","8.10422134399414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPU"
"MIR203A","MicroRNA 203a","RNA Gene","","27","GC14P115816","8.10352420806885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR203A"
"FOXA2","Forkhead Box A2","Protein Coding","Q9Y261","55","GC20M022581","8.10263156890869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXA2"
"ATXN3","Ataxin 3","Protein Coding","P54252","55","GC14M119747","8.096604347229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN3"
"NR2F2","Nuclear Receptor Subfamily 2 Group F Member 2","Protein Coding","P24468","57","GC15P096325","8.09111881256104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2F2"
"AGXT","Alanine--Glyoxylate Aminotransferase","Protein Coding","P21549","54","GC02P240868","8.08997249603271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGXT"
"MIR106B","MicroRNA 106b","RNA Gene","","29","GC07M105256","8.08885192871094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106B"
"CUL3","Cullin 3","Protein Coding","Q13618","57","GC02M224470","8.08770275115967","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL3"
"INSIG1","Insulin Induced Gene 1","Protein Coding","O15503","46","GC07P155297","8.08142852783203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSIG1"
"SST","Somatostatin","Protein Coding","P61278","50","GC03M187668","8.07408618927002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SST"
"STXBP1","Syntaxin Binding Protein 1","Protein Coding","P61764","58","GC09P141358","8.07163238525391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP1"
"MT-TL1","Mitochondrially Encoded TRNA-Leu (UUA/G) 1","RNA Gene","","23","GCMTP003232","8.06988143920898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TL1"
"BCL11A","BCL11 Transcription Factor A","Protein Coding","Q9H165","52","GC02M060451","8.0698766708374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL11A"
"CA2","Carbonic Anhydrase 2","Protein Coding","P00918","59","GC08P085463","8.06645584106445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA2"
"SGK1","Serum/Glucocorticoid Regulated Kinase 1","Protein Coding","O00141","58","GC06M134169","8.06500434875488","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK1"
"FADD","Fas Associated Via Death Domain","Protein Coding","Q13158","54","GC11P070203","8.06407356262207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADD"
"NGFR","Nerve Growth Factor Receptor","Protein Coding","P08138","56","GC17P049495","8.06311798095703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGFR"
"GREM1","Gremlin 1, DAN Family BMP Antagonist","Protein Coding","O60565","52","GC15P156897","8.06264400482178","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GREM1"
"CPT1A","Carnitine Palmitoyltransferase 1A","Protein Coding","P50416","57","GC11M068754","8.06125164031982","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT1A"
"CST3","Cystatin C","Protein Coding","P01034","53","GC20M023930","8.06055545806885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST3"
"EPOR","Erythropoietin Receptor","Protein Coding","P19235","56","GC19M011377","8.06025123596191","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPOR"
"BCL10","BCL10 Immune Signaling Adaptor","Protein Coding","O95999","53","GC01M085265","8.05640316009521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL10"
"GFI1","Growth Factor Independent 1 Transcriptional Repressor","Protein Coding","Q99684","50","GC01M092474","8.05462837219238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFI1"
"PHLDA2","Pleckstrin Homology Like Domain Family A Member 2","Protein Coding","Q53GA4","46","GC11M002928","8.05294799804688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHLDA2"
"YWHAE","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Epsilon","Protein Coding","P62258","58","GC17M074382","8.05177211761475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAE"
"DUOX2","Dual Oxidase 2","Protein Coding","Q9NRD8","52","GC15M045092","8.05138778686523","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUOX2"
"UGT1A3","UDP Glucuronosyltransferase Family 1 Member A3","Protein Coding","P35503","44","GC02P233729","8.04887104034424","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A3"
"SNAP25","Synaptosome Associated Protein 25","Protein Coding","P60880","58","GC20P010224","8.04769802093506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAP25"
"SETDB1","SET Domain Bifurcated Histone Lysine Methyltransferase 1","Protein Coding","Q15047","52","GC01P150926","8.04619598388672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETDB1"
"TYRP1","Tyrosinase Related Protein 1","Protein Coding","P17643","55","GC09P012683","8.04602718353271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYRP1"
"TFDP1","Transcription Factor Dp-1","Protein Coding","Q14186","52","GC13P113584","8.04038906097412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFDP1"
"PDGFA","Platelet Derived Growth Factor Subunit A","Protein Coding","P04085","53","GC07M000497","8.03877353668213","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFA"
"DGAT1","Diacylglycerol O-Acyltransferase 1","Protein Coding","O75907","55","GC08M146612","8.03332996368408","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGAT1"
"HES1","Hes Family BHLH Transcription Factor 1","Protein Coding","Q14469","53","GC03P194136","8.02925300598145","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HES1"
"ACHE","Acetylcholinesterase (Yt Blood Group)","Protein Coding","P22303","56","GC07M100889","8.02605438232422","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACHE"
"DEPP1","DEPP Autophagy Regulator 1","Protein Coding","Q9NTK1","36","GC10M048328","8.02576065063477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEPP1"
"INSIG2","Insulin Induced Gene 2","Protein Coding","Q9Y5U4","44","GC02P118088","8.02156448364258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSIG2"
"PLK1","Polo Like Kinase 1","Protein Coding","P53350","60","GC16P081177","8.01815795898438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK1"
"TAFAZZIN","Tafazzin, Phospholipid-Lysophospholipid Transacylase","Protein Coding","Q16635","50","GC0XP154725","8.01672172546387","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAFAZZIN"
"RLBP1","Retinaldehyde Binding Protein 1","Protein Coding","P12271","52","GC15M089209","8.0146427154541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RLBP1"
"FMO3","Flavin Containing Dimethylaniline Monoxygenase 3","Protein Coding","P31513","54","GC01P171090","8.00446701049805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMO3"
"KLF6","KLF Transcription Factor 6","Protein Coding","Q99612","53","GC10M003779","7.99911165237427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF6"
"CAST","Calpastatin","Protein Coding","P20810","56","GC05P095975","7.99319553375244","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAST"
"H4C2","H4 Clustered Histone 2","Protein Coding","P62805","38","GC06M026026","7.98823404312134","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4C2"
"HK2","Hexokinase 2","Protein Coding","P52789","55","GC02P074947","7.986159324646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HK2"
"APAF1","Apoptotic Peptidase Activating Factor 1","Protein Coding","O14727","56","GC12P098645","7.98355770111084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APAF1"
"ALPP","Alkaline Phosphatase, Placental","Protein Coding","P05187","53","GC02P232378","7.97615718841553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPP"
"GABRA5","Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha5","Protein Coding","P31644","56","GC15P026866","7.97456359863281","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRA5"
"CAMK2G","Calcium/Calmodulin Dependent Protein Kinase II Gamma","Protein Coding","Q13555","58","GC10M073812","7.97288990020752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK2G"
"RAB4B-EGLN2","RAB4B-EGLN2 Readthrough (NMD Candidate)","RNA Gene","","18","GC19P040778","7.97174167633057","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB4B-EGLN2"
"BAK1","BCL2 Antagonist/Killer 1","Protein Coding","Q16611","53","GC06M033572","7.96713161468506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAK1"
"AKR1B1","Aldo-Keto Reductase Family 1 Member B","Protein Coding","P15121","56","GC07M134442","7.96705436706543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1B1"
"UGT1A10","UDP Glucuronosyltransferase Family 1 Member A10","Protein Coding","Q9HAW8","50","GC02P233636","7.96478080749512","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A10"
"CHRM3","Cholinergic Receptor Muscarinic 3","Protein Coding","P20309","57","GC01P239386","7.96419715881348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM3"
"STRA6","Signaling Receptor And Transporter Of Retinol STRA6","Protein Coding","Q9BX79","49","GC15M074179","7.96202754974365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRA6"
"NCF4","Neutrophil Cytosolic Factor 4","Protein Coding","Q15080","55","GC22P036860","7.96174049377441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCF4"
"LPIN1","Lipin 1","Protein Coding","Q14693","55","GC02P011677","7.96170520782471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPIN1"
"CARMN","Cardiac Mesoderm Enhancer-Associated Non-Coding RNA","RNA Gene","","24","GC05P149397","7.95453834533691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARMN"
"MIR16-1","MicroRNA 16-1","RNA Gene","","26","GC13M050048","7.95326232910156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR16-1"
"PIN1","Peptidylprolyl Cis/Trans Isomerase, NIMA-Interacting 1","Protein Coding","Q13526","56","GC19P009835","7.9508581161499","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIN1"
"PSAP","Prosaposin","Protein Coding","P07602","56","GC10M071816","7.94926691055298","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSAP"
"DSPP","Dentin Sialophosphoprotein","Protein Coding","Q9NZW4","47","GC04P087608","7.94278764724731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSPP"
"C4B","Complement C4B (Chido/Rodgers Blood Group)","Protein Coding","P0C0L5","51","GC06P032014","7.94275426864624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4B"
"PHB1","Prohibitin 1","Protein Coding","P35232","54","GC17M078189","7.94210290908813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHB1"
"FGF4","Fibroblast Growth Factor 4","Protein Coding","P08620","53","GC11M125587","7.94059562683105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF4"
